idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
617,Japan,Government,Earth Observation,Optical Imaging,94.37,1600.0,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2009-11-28
618,Japan,Government,Earth Observation,Optical Imaging,96.47,1600.0,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2011-09-23
619,Japan,Government,Earth Observation,Radar Imaging,94.89,1600.0,Tanegashima Space Center,Mitsubishi/Toshiba,5.0,5.0,2011-12-12
620,Japan,Government,Earth Observation,Radar Imaging,94.85,1600.0,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2013-01-27
621,Japan,Government,Earth Observation,Optical Imaging,94.85,1600.0,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2013-01-27
622,Japan,Government,Earth Observation,Radar Imaging,94.85,1600.0,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2015-01-31
623,Japan,Government,Earth Observation,Optical Imaging,95.2,1600.0,Tanegashima Space Center,Mitsubishi Electric,5.0,5.0,2015-03-26
624,United States,Military,Earth Observation,Electronic Intelligence,684,4000.0,Vandenberg AFB,National Reconnaissance Laboratory,,,2006-06-28
625,United States,Military,Earth Observation,Electronic Intelligence,684,4200.0,Vandenberg AFB,National Reconnaissance Laboratory,,,2008-03-13
626,United States,Military,Earth Observation,Electronic Intelligence,707.55,4200.0,Vandenberg AFB,National Reconnaissance Laboratory,,,2014-12-13
627,United Kingdom,Commercial,Communications,,1436.08,2064.0,Cape Canaveral,Lockheed Martin Commercial Space Systems,13.0,13.0,1996-04-03
628,United Kingdom,Commercial,Communications,,1436.1,2070.0,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,13.0,13.0,1996-09-06
629,United Kingdom,Commercial,Communications,,1436.07,2074.0,Cape Canaveral,Lockheed Martin Commercial Space Systems,13.0,13.0,1996-12-18
630,United Kingdom,Commercial,Communications,,1427.91,2066.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,13.0,13.0,1997-06-03
631,United Kingdom,Commercial,Communications,,1436.07,2000.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,13.0,13.0,1998-02-04
632,United Kingdom,Commercial,Communications,,1436.08,5959.0,Cape Canaveral,EADS Astrium,15.0,15.0,2005-03-11
633,United Kingdom,Commercial,Communications,,1436.11,5458.0,Sea Launch (Odyssey),EADS Astrium,15.0,15.0,2005-11-08
634,United Kingdom,Commercial,Communications,,1436.1,5960.0,Baikonur Cosmodrome,EADS Astrium,15.0,15.0,2008-08-18
635,United Kingdom,Commercial,Communications,,1436.13,6070.0,Baikonur Cosmodrome,Boeing,15.0,15.0,2013-12-08
636,United Kingdom,Commercial,Communications,,1436,6105.0,Baikonur Cosmodrome,Boeing,15.0,15.0,2015-02-01
637,United Kingdom,Commercial,Communications,,1436.1,6100.0,Baikonur Cosmodrome,Boeing,15.0,15.0,2015-08-28
638,India,Government,Earth Observation,Meteorology,1436.1,2950.0,Guiana Space Center,ISRO Satellite Center,12.0,12.0,2003-04-09
639,India,Government,Communications,,1436.1,2750.0,Guiana Space Center,ISRO Satellite Center,12.0,12.0,2002-01-23
640,India,Government,Earth Observation,Meteorology,1436.09,2090.0,Guiana Space Center,ISRO Satellite Center,,,2013-07-25
641,India,Government,Earth Observation,Meteorology,1436.1,2200.0,Satish Dhawan Space Center,ISRO Satellite Center,10.0,10.0,2016-09-08
642,India,Government,Communications,,1436.1,3100.0,Guiana Space Center,ISRO Satellite Center,12.0,12.0,2005-12-21
643,India,Government,Communications,,1436.08,3028.0,Guiana Space Center,Indian Space Research Organization (ISRO),,,2007-03-11
644,India,Government,Communications,,1436.11,2130.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),12.0,12.0,2007-09-02
645,ESA/USA/Russia,Government,Space Science,,"4,032.86",4000.0,Baikonur Cosmodrome,Alenia Aerospazio (and 28 subcontractors),2.0,2.0,2002-10-17
646,United States,Commercial,Communications,,1436.08,3739.0,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2001-05-14
647,United States,Commercial,Communications,,1436.08,5576.0,Baikonur Cosmodrome,EADS Astrium,13.0,13.0,2004-06-16
648,United States,Commercial,Communications,,1436.1,2491.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2007-10-05
649,United States,Commercial,Communications,,1436.09,4167.0,Guiana Space Center,Alcatel Space Industries,18.0,18.0,2000-10-29
650,United States,Commercial,Communications,,1436.05,5613.0,Cape Canaveral,Space Systems/Loral,16.0,16.0,2009-11-23
651,United States,Commercial,Communications,,1436.12,2550.0,Baikonur Cosmodrome,Orbital Sciences Corp.,17.0,17.0,2009-11-30
652,United States,Commercial,Communications,,1436.19,2450.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2010-02-12
653,United States,Commercial,Communications,,1436.12,5540.0,Guiana Space Center,Space Systems/Loral,16.0,16.0,2010-11-26
654,United States,Commercial,Communications,,1436.09,3200.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2011-10-05
655,United States,Commercial,Communications,,1436.01,5600.0,Sea Launch (Odyssey),Space Systems/Loral,15.0,15.0,2012-06-01
656,United States,Commercial,Communications,,1436.11,4793.0,Guiana Space Center,Boeing Satellite Systems,15.0,15.0,2000-11-15
657,United States,Commercial,Communications,,1436.03,6094.0,Guiana Space Center,Space Systems/Loral,18.0,18.0,2012-08-02
658,United States,Commercial,Communications,,1436.39,5984.0,Sea Launch (Odyssey),Boeing Satellite Systems,15.0,15.0,2012-08-19
659,United States,Commercial,Communications,,1436.11,6199.0,Baikonur Cosmodrome,Boeing Space & Intelligence Systems,18.0,18.0,2012-03-25
660,United States,Commercial,Communications,,1436.21,3200.0,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,18.0,2012-10-14
661,United States,Commercial,Communications,,1436.1,4100.0,Guiana Space Center,Space Systems/Loral,16.0,16.0,2008-07-07
662,United States,Commercial,Communications,,1436.1,3124.0,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,1997-02-16
663,United States,Commercial,Communications,,1436.11,6500.0,Guiana Space Center,Boeing Satellite Systems,15.0,15.0,2016-01-27
664,United States,Commercial,Communications,,1435.97,6220.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2014-10-16
665,United States,Commercial,Communications,,1435.1,6450.0,Baikonur Cosmodrome,Space Systems/Loral,20.0,20.0,2016-06-09
666,United States,Commercial,Communications,,1439.36,6600.0,Guiana Space Center,Boeing Satellite Systems,15.0,15.0,2016-08-24
667,United States,Commercial,Communications,,1436.1,3300.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-08-20
668,United States,Commercial,Communications,,1436.1,3250.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-08-24
669,United States,Commercial,Communications,,1436.09,2730.0,Baikonur Cosmodrome,Hughes Space and Communications Group,15.0,15.0,1997-08-28
670,United States,Commercial,Communications,,1436.08,3642.0,Guiana Space Center,Hughes Space and Communications Group,10.0,15.0,1993-10-22
671,United States,Commercial,Communications,,1436.1,3642.0,Guiana Space Center,Loral Space Systems,15.0,15.0,1994-06-17
672,United States,Commercial,Communications,,1436.08,3592.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,1998-11-04
673,United States,Commercial,Communications,,1436.08,3420.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,14.0,14.0,1998-06-18
674,United States,Commercial,Communications,,1436.14,3659.0,Sea Launch (Odyssey),Hughes,15.0,15.0,2000-07-28
675,United States,Commercial,Communications,,1436.12,4723.0,Cape Canaveral,Lockheed Martin Commercial Space Systems,13.0,13.0,2001-06-09
676,United States,Commercial,Communications,,1436.1,4723.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,2001-08-30
677,United States,Commercial,Communications,,1436.16,4723.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,2002-03-30
678,United States,Commercial,Communications,,1436.07,4680.0,Baikonur Cosmodrome,Space Systems/Loral,13.0,13.0,2002-02-23
679,United States,Commercial,Communications,,1436.12,4723.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,2002-06-05
680,United States,Commercial,Communications,,1436.07,4723.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,2002-09-06
681,United States,Commercial,Communications,,1436.1,4685.0,Guiana Space Center,Space Systems/Loral,13.0,13.0,2003-02-15
682,United States,Commercial,Communications,,1436.11,2550.0,Xichang Satellite Launch Center,Aerospatiale ,12.0,12.0,1999-04-03
683,United States,Commercial,Communications,,1439.15,3000.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2011-04-22
684,Multinational,Government,Space Science,,92.8,,Baikonur Cosmodrome,Boeing Satellite Systems (prime)/Multinational,30.0,30.0,1998-11-20
685,United States,Government,Space Science,,8 days,462.0,Kwajalein Island,Orbital Sciences Corp.,,,2008-10-19
686,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-06-18
687,United States,Government/Commercial,Communications,,100.4,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1998-12-19
688,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-06-18
689,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-06-18
690,United States,Government/Commercial,Communications,,99,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1999-06-11
691,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-07-09
692,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-07-09
693,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-09-27
694,United States,Government/Commercial,Communications,,100.4,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1998-12-19
695,United States,Government/Commercial,Communications,,100.4,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1999-06-11
696,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-08-21
697,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-08-21
698,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-08-21
699,United States,Government/Commercial,Communications,,100.4,689.0,Taiyuan Launch Center,Motorola Satellite Communications Group,8.0,8.0,1998-08-19
700,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-09-14
701,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-09-14
702,United States,Government/Commercial,Communications,,100.4,689.0,Baikonur Cosmodrome,Motorola Satellite Communications Group,8.0,8.0,1997-09-14
703,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-09-27
704,United States,Government/Commercial,Communications,,100.4,689.0,Vandenberg AFB,Motorola Satellite Communications Group,8.0,8.0,1997-09-27
